,chr,subpop,clus.id,start,end,peak,width
3381,03N,ec,03N_ec_197,42242843,42243490,42242843,647
3382,03N,ec,03N_ec_198,42262816,42265781,42263453,2965
3383,03N,ec,03N_ec_199,42276583,42276591,42276583,8
3384,03N,ec,03N_ec_200,44153725,44154232,44154232,507
3385,03N,ec,03N_ec_201,44155786,44156574,44156234,788
3386,03N,ec,03N_ec_202,44159029,44159120,44159029,91
3387,03N,ec,03N_ec_203,44289920,44290393,44289920,473
3388,03N,ec,03N_ec_204,44507752,44507767,44507752,15
3389,03N,ec,03N_ec_205,44665138,44665565,44665403,427
3390,03N,ec,03N_ec_206,45300256,45300487,45300487,231
3391,03N,ec,03N_ec_207,46222146,46222731,46222674,585
3392,03N,ec,03N_ec_208,46225078,46226304,46225339,1226
3393,03N,ec,03N_ec_209,46226919,46227820,46227339,901
3394,03N,ec,03N_ec_210,46228784,46237397,46237070,8613
3395,03N,ec,03N_ec_211,46238824,46239714,46239350,890
3396,03N,ec,03N_ec_212,46242625,46242943,46242943,318
3397,03N,ec,03N_ec_213,46243783,46245860,46245860,2077
3398,03N,ec,03N_ec_214,48749975,48750162,48749975,187
3399,03N,ec,03N_ec_215,48750960,48751731,48750960,771
3400,03N,ec,03N_ec_216,48946657,48946851,48946657,194
3401,03N,ec,03N_ec_217,48960834,48960943,48960943,109
3402,03N,ec,03N_ec_218,50888808,50889537,50889537,729
3403,03N,ec,03N_ec_219,50892013,50892346,50892013,333
3404,03N,ec,03N_ec_220,50894065,50894372,50894372,307
3405,03N,ec,03N_ec_221,51124825,51125811,51125811,986
3406,03N,ec,03N_ec_222,52792645,52793066,52792645,421
3407,03N,ec,03N_ec_223,52814569,52815047,52815047,478
3408,03N,ec,03N_ec_224,52817720,52818172,52818172,452
3409,03N,ec,03N_ec_225,52821079,52821687,52821687,608
3410,03N,ec,03N_ec_226,55297015,55301454,55300167,4439
3411,03N,ec,03N_ec_227,57205598,57205687,57205598,89
3412,03N,ec,03N_ec_228,57665374,57665418,57665418,44
3413,03N,ec,03N_ec_229,60034395,60034964,60034395,569
3414,03N,ec,03N_ec_230,60442657,60443449,60443449,792
3415,03N,ec,03N_ec_231,61933172,61935276,61934373,2104
3416,03N,ec,03N_ec_232,62011055,62011354,62011144,299
3417,03N,ec,03N_ec_233,63621935,63622050,63621935,115
3418,03N,ec,03N_ec_234,65986895,65990648,65990648,3753
3419,03N,ec,03N_ec_235,65994477,65995156,65994477,679
3420,03N,ec,03N_ec_236,67233494,67236659,67236659,3165
3421,03N,ec,03N_ec_237,69420396,69420528,69420479,132
3422,04K,ec,04K_ec_1,4344620,4345275,4344922,655
3423,04K,ec,04K_ec_2,4350922,4351255,4351255,333
3424,04K,ec,04K_ec_3,6227918,6229382,6228284,1464
3425,04K,ec,04K_ec_4,6450664,6451937,6450664,1273
3426,04K,ec,04K_ec_5,9949531,9950446,9950446,915
3427,04K,ec,04K_ec_6,10072082,10076918,10072082,4836
3428,04K,ec,04K_ec_7,10078818,10078953,10078818,135
3429,04K,ec,04K_ec_8,10085804,10086119,10086119,315
3430,04K,ec,04K_ec_9,23361814,23362874,23361814,1060
3431,04K,ec,04K_ec_10,28269115,28269153,28269134,38
3432,04K,ec,04K_ec_11,28273310,28273513,28273513,203
3433,04K,ec,04K_ec_12,28301028,28301119,28301028,91
3434,04K,ec,04K_ec_13,30229230,30229510,30229292,280
3435,04K,ec,04K_ec_14,31859869,31859871,31859871,2
3436,04K,ec,04K_ec_15,33846008,33846562,33846562,554
3437,04K,ec,04K_ec_16,33847257,33847307,33847257,50
3438,04K,ec,04K_ec_17,36330762,36330805,36330762,43
3439,04K,ec,04K_ec_18,36935722,36938230,36938214,2508
3440,04K,ec,04K_ec_19,37472269,37472306,37472297,37
3441,04K,ec,04K_ec_20,39517679,39517855,39517679,176
3442,04K,ec,04K_ec_21,40791233,40794316,40791852,3083
3443,04K,ec,04K_ec_22,40805865,40806140,40805865,275
3444,04N,ec,04N_ec_1,4756465,4766729,4756507,10264
3445,04N,ec,04N_ec_2,11120532,11121452,11120532,920
3446,04N,ec,04N_ec_3,11730907,11731046,11730907,139
3447,04N,ec,04N_ec_4,13177743,13178783,13177743,1040
3448,04N,ec,04N_ec_5,13182563,13183962,13183382,1399
3449,04N,ec,04N_ec_6,13185643,13186219,13185643,576
3450,04N,ec,04N_ec_7,13193719,13195293,13193719,1574
3451,04N,ec,04N_ec_8,13416051,13418062,13418062,2011
3452,04N,ec,04N_ec_9,13423345,13427218,13427218,3873
3453,04N,ec,04N_ec_10,14451566,14451841,14451566,275
3454,04N,ec,04N_ec_11,15111439,15122205,15122205,10766
3455,04N,ec,04N_ec_12,15130590,15140738,15134736,10148
3456,04N,ec,04N_ec_13,15142956,15142969,15142959,13
3457,04N,ec,04N_ec_14,17193579,17193876,17193579,297
3458,04N,ec,04N_ec_15,18763159,18764074,18763571,915
3459,04N,ec,04N_ec_16,19259516,19260989,19260989,1473
3460,04N,ec,04N_ec_17,20321358,20321991,20321358,633
3461,04N,ec,04N_ec_18,20323326,20324110,20324110,784
3462,04N,ec,04N_ec_19,20324645,20324687,20324645,42
3463,04N,ec,04N_ec_20,20325875,20326301,20325875,426
3464,04N,ec,04N_ec_21,20345018,20345330,20345018,312
3465,04N,ec,04N_ec_22,20551648,20551789,20551648,141
3466,04N,ec,04N_ec_23,20553410,20554280,20554280,870
3467,04N,ec,04N_ec_24,21817068,21817569,21817569,501
3468,04N,ec,04N_ec_25,28866993,28867202,28867202,209
3469,04N,ec,04N_ec_26,33629021,33629994,33629021,973
3470,04N,ec,04N_ec_27,34158937,34167368,34158937,8431
3471,04N,ec,04N_ec_28,34397709,34397710,34397710,1
3472,04N,ec,04N_ec_29,38422250,38422251,38422250,1
3473,04N,ec,04N_ec_30,40498636,40502768,40499012,4132
3474,04N,ec,04N_ec_31,42757479,42758695,42757716,1216
3475,04N,ec,04N_ec_32,42760701,42761445,42760791,744
3476,04N,ec,04N_ec_33,42820328,42820583,42820328,255
3477,04N,ec,04N_ec_34,43115232,43116312,43115232,1080
3478,04N,ec,04N_ec_35,46655568,46659408,46659397,3840
3479,05K,ec,05K_ec_1,1237380,1237747,1237573,367
3480,05K,ec,05K_ec_2,1239511,1239661,1239511,150
3481,05K,ec,05K_ec_3,3231550,3236192,3232199,4642
3482,05K,ec,05K_ec_4,17107804,17108461,17108461,657
3483,05K,ec,05K_ec_5,31358318,31360510,31358318,2192
3484,05K,ec,05K_ec_6,31664153,31665508,31664153,1355
3485,05K,ec,05K_ec_7,31686996,31687008,31686996,12
3486,05K,ec,05K_ec_8,31690210,31697180,31690827,6970
3487,05K,ec,05K_ec_9,31700012,31706554,31706136,6542
3488,05K,ec,05K_ec_10,31707689,31708396,31707889,707
3489,05K,ec,05K_ec_11,31734786,31741892,31740750,7106
3490,05K,ec,05K_ec_12,31742968,31762360,31752188,19392
3491,05K,ec,05K_ec_13,31763758,31766328,31766269,2570
3492,05K,ec,05K_ec_14,31766711,31768608,31766933,1897
3493,05K,ec,05K_ec_15,31769459,31770117,31769704,658
3494,05K,ec,05K_ec_16,31772751,31774730,31773729,1979
3495,05K,ec,05K_ec_17,31777737,31779048,31777737,1311
3496,05K,ec,05K_ec_18,31780862,31802269,31800209,21407
3497,05K,ec,05K_ec_19,31816133,31820587,31817865,4454
3498,05K,ec,05K_ec_20,31822395,31828000,31823463,5605
3499,05K,ec,05K_ec_21,31829156,31845898,31845416,16742
3500,05K,ec,05K_ec_22,31847161,31847290,31847290,129
3501,05K,ec,05K_ec_23,31847737,31854509,31852076,6772
3502,05K,ec,05K_ec_24,31855635,31857275,31857275,1640
3503,05K,ec,05K_ec_25,31858528,31873881,31858895,15353
3504,05K,ec,05K_ec_26,31875752,31896428,31895305,20676
3505,05K,ec,05K_ec_27,31897793,31935572,31900762,37779
3506,05K,ec,05K_ec_28,31948805,31949027,31949027,222
3507,05K,ec,05K_ec_29,31953627,31959619,31954731,5992
3508,05K,ec,05K_ec_30,31961443,31976144,31961443,14701
3509,05K,ec,05K_ec_31,31977706,31977738,31977738,32
3510,05K,ec,05K_ec_32,31991333,32005458,31992159,14125
3511,05K,ec,05K_ec_33,32006121,32027107,32027107,20986
3512,05K,ec,05K_ec_34,32038361,32050388,32046031,12027
3513,05K,ec,05K_ec_35,32052250,32080214,32080068,27964
3514,05K,ec,05K_ec_36,32081029,32081284,32081229,255
3515,05K,ec,05K_ec_37,32084343,32102244,32084343,17901
3516,05K,ec,05K_ec_38,32105535,32111204,32107722,5669
3517,05K,ec,05K_ec_39,32113364,32121375,32113883,8011
3518,05K,ec,05K_ec_40,32124235,32133669,32131160,9434
3519,05K,ec,05K_ec_41,32136653,32138482,32138477,1829
3520,05K,ec,05K_ec_42,32159966,32163088,32160373,3122
3521,05K,ec,05K_ec_43,32164119,32190010,32164119,25891
3522,05K,ec,05K_ec_44,32191905,32202164,32201088,10259
3523,05K,ec,05K_ec_45,32216844,32232138,32232138,15294
3524,05K,ec,05K_ec_46,32269294,32270687,32269294,1393
3525,05K,ec,05K_ec_47,32284425,32291009,32288040,6584
3526,05K,ec,05K_ec_48,32296406,32298492,32296406,2086
3527,05K,ec,05K_ec_49,32309167,32309171,32309171,4
3528,05K,ec,05K_ec_50,32314623,32316466,32315671,1843
3529,05K,ec,05K_ec_51,32353816,32355484,32354838,1668
3530,05K,ec,05K_ec_52,32360555,32362554,32361337,1999
3531,05K,ec,05K_ec_53,32364004,32364386,32364004,382
3532,05K,ec,05K_ec_54,32366404,32369373,32367223,2969
3533,05K,ec,05K_ec_55,32381936,32382070,32382064,134
3534,05K,ec,05K_ec_56,32385835,32393323,32392893,7488
3535,05K,ec,05K_ec_57,32397467,32399060,32398913,1593
3536,05K,ec,05K_ec_58,32402267,32404287,32404287,2020
3537,05K,ec,05K_ec_59,32407625,32408852,32408513,1227
3538,05K,ec,05K_ec_60,32414548,32424891,32415727,10343
3539,05K,ec,05K_ec_61,32457764,32458608,32458608,844
3540,05K,ec,05K_ec_62,32508211,32508486,32508211,275
3541,05K,ec,05K_ec_63,32513265,32522732,32516576,9467
3542,05K,ec,05K_ec_64,32527566,32528110,32528110,544
3543,05K,ec,05K_ec_65,32532617,32534424,32534424,1807
3544,05K,ec,05K_ec_66,32538623,32539422,32539422,799
3545,05K,ec,05K_ec_67,32540409,32545757,32540409,5348
3546,05K,ec,05K_ec_68,32556962,32557259,32556962,297
3547,05K,ec,05K_ec_69,32558257,32558623,32558257,366
3548,05K,ec,05K_ec_70,32559901,32560685,32560685,784
3549,05K,ec,05K_ec_71,32579885,32587634,32579885,7749
3550,05K,ec,05K_ec_72,40161483,40162197,40161483,714
3551,05K,ec,05K_ec_73,40434577,40436018,40435085,1441
3552,05K,ec,05K_ec_74,40454070,40454318,40454070,248
3553,05K,ec,05K_ec_75,40456384,40459043,40458004,2659
3554,05K,ec,05K_ec_76,40470410,40471791,40470601,1381
3555,05K,ec,05K_ec_77,40485331,40485758,40485758,427
3556,05K,ec,05K_ec_78,40492131,40492878,40492878,747
3557,05K,ec,05K_ec_79,40494078,40496779,40494078,2701
3558,05K,ec,05K_ec_80,40528907,40530200,40530187,1293
3559,05K,ec,05K_ec_81,40539563,40544283,40543110,4720
3560,05K,ec,05K_ec_82,40546727,40546782,40546782,55
3561,05K,ec,05K_ec_83,40552411,40557556,40557556,5145
3562,05K,ec,05K_ec_84,40559950,40561703,40559950,1753
3563,05K,ec,05K_ec_85,40608455,40609100,40608455,645
3564,05K,ec,05K_ec_86,40610335,40626778,40611951,16443
3565,05K,ec,05K_ec_87,40635331,40635803,40635803,472
3566,05K,ec,05K_ec_88,40639186,40641736,40641736,2550
3567,05K,ec,05K_ec_89,40643575,40644019,40643575,444
3568,05K,ec,05K_ec_90,40646374,40651187,40648123,4813
3569,05K,ec,05K_ec_91,40652481,40659153,40653328,6672
3570,05K,ec,05K_ec_92,40663476,40667864,40666624,4388
3571,05K,ec,05K_ec_93,40682406,40685651,40684003,3245
3572,05K,ec,05K_ec_94,41185249,41185353,41185353,104
3573,05K,ec,05K_ec_95,42965434,42965485,42965485,51
3574,05K,ec,05K_ec_96,45770837,45770993,45770993,156
3575,05K,ec,05K_ec_97,46713984,46714130,46714130,146
3576,05K,ec,05K_ec_98,51593666,51593920,51593920,254
3577,05K,ec,05K_ec_99,51677818,51678366,51677818,548
3578,05K,ec,05K_ec_100,53661020,53661602,53661063,582
3579,05K,ec,05K_ec_101,54321551,54349291,54348950,27740
3580,05K,ec,05K_ec_102,55049533,55049695,55049533,162
3581,05K,ec,05K_ec_103,57194310,57194319,57194319,9
3582,05K,ec,05K_ec_104,60421266,60421388,60421266,122
3583,05K,ec,05K_ec_105,60422240,60422918,60422918,678
3584,05K,ec,05K_ec_106,60490484,60492118,60492118,1634
3585,05K,ec,05K_ec_107,61335298,61335313,61335298,15
3586,05N,ec,05N_ec_1,5481201,5481562,5481562,361
3587,05N,ec,05N_ec_2,8406130,8406200,8406130,70
3588,05N,ec,05N_ec_3,9678311,9679098,9678339,787
3589,05N,ec,05N_ec_4,9772393,9775584,9773335,3191
3590,05N,ec,05N_ec_5,9776841,9777572,9776841,731
3591,05N,ec,05N_ec_6,9786055,9786578,9786578,523
3592,05N,ec,05N_ec_7,9787249,9787777,9787777,528
3593,05N,ec,05N_ec_8,17916813,17916815,17916815,2
3594,05N,ec,05N_ec_9,22445573,22445817,22445573,244
3595,05N,ec,05N_ec_10,23005540,23005822,23005540,282
3596,05N,ec,05N_ec_11,23571537,23572344,23572344,807
3597,05N,ec,05N_ec_12,23700022,23700239,23700022,217
3598,05N,ec,05N_ec_13,29456676,29456707,29456707,31
3599,05N,ec,05N_ec_14,29460576,29461759,29461759,1183
3600,05N,ec,05N_ec_15,29462577,29463102,29462692,525
3601,05N,ec,05N_ec_16,29482692,29482937,29482740,245
3602,05N,ec,05N_ec_17,33147937,33148078,33147937,141
3603,05N,ec,05N_ec_18,39713144,39713299,39713299,155
3604,05N,ec,05N_ec_19,39714051,39714298,39714051,247
3605,05N,ec,05N_ec_20,39715311,39716918,39716918,1607
3606,05N,ec,05N_ec_21,39719525,39719949,39719525,424
3607,05N,ec,05N_ec_22,39721068,39723975,39721653,2907
3608,05N,ec,05N_ec_23,39724920,39725341,39725182,421
3609,05N,ec,05N_ec_24,39726116,39727112,39726560,996
3610,05N,ec,05N_ec_25,39728302,39729817,39728302,1515
3611,05N,ec,05N_ec_26,39730900,39731023,39731023,123
3612,05N,ec,05N_ec_27,39748046,39751816,39750484,3770
3613,05N,ec,05N_ec_28,39754651,39756442,39756442,1791
3614,05N,ec,05N_ec_29,40343024,40343130,40343024,106
3615,05N,ec,05N_ec_30,40351691,40351796,40351796,105
3616,05N,ec,05N_ec_31,44854975,44855017,44855017,42
3617,05N,ec,05N_ec_32,45439403,45439784,45439784,381
3618,05N,ec,05N_ec_33,48388673,48390607,48389288,1934
3619,05N,ec,05N_ec_34,49361027,49365589,49364285,4562
3620,05N,ec,05N_ec_35,50901870,50901959,50901959,89
3621,05N,ec,05N_ec_36,53683431,53683575,53683575,144
3622,05N,ec,05N_ec_37,57246801,57250616,57247785,3815
3623,05N,ec,05N_ec_38,58426146,58426449,58426146,303
3624,05N,ec,05N_ec_39,58718678,58721346,58721084,2668
3625,05N,ec,05N_ec_40,58722036,58724370,58723047,2334
3626,05N,ec,05N_ec_41,58757574,58759489,58757574,1915
3627,05N,ec,05N_ec_42,58761377,58763382,58763223,2005
3628,05N,ec,05N_ec_43,58833779,58833977,58833779,198
3629,05N,ec,05N_ec_44,63825702,63825823,63825823,121
3630,05N,ec,05N_ec_45,64578058,64579862,64579862,1804
3631,05N,ec,05N_ec_46,64590243,64595720,64595675,5477
3632,05N,ec,05N_ec_47,64597981,64598192,64597981,211
3633,05N,ec,05N_ec_48,64602893,64603907,64603262,1014
3634,05N,ec,05N_ec_49,67401751,67401903,67401751,152
3635,06K,ec,06K_ec_1,1059083,1059952,1059952,869
3636,06K,ec,06K_ec_2,6347723,6347737,6347723,14
3637,06K,ec,06K_ec_3,8585562,8587844,8587542,2282
3638,06K,ec,06K_ec_4,8631040,8631541,8631040,501
3639,06K,ec,06K_ec_5,10090525,10090581,10090581,56
3640,06K,ec,06K_ec_6,10889665,10889852,10889852,187
3641,06K,ec,06K_ec_7,10893283,10893296,10893283,13
3642,06K,ec,06K_ec_8,10895874,10896057,10895874,183
3643,06K,ec,06K_ec_9,10902283,10902312,10902283,29
3644,06K,ec,06K_ec_10,10903151,10906842,10906842,3691
3645,06K,ec,06K_ec_11,10909260,10911613,10910002,2353
3646,06K,ec,06K_ec_12,11239976,11244433,11240632,4457
3647,06K,ec,06K_ec_13,11246468,11246479,11246479,11
3648,06K,ec,06K_ec_14,11253230,11253963,11253963,733
3649,06K,ec,06K_ec_15,11256224,11256427,11256427,203
3650,06K,ec,06K_ec_16,11257157,11257848,11257498,691
3651,06K,ec,06K_ec_17,11262037,11262466,11262037,429
3652,06K,ec,06K_ec_18,11264786,11264868,11264868,82
3653,06K,ec,06K_ec_19,11282751,11289389,11283150,6638
3654,06K,ec,06K_ec_20,11291113,11291124,11291124,11
3655,06K,ec,06K_ec_21,11486395,11498105,11498105,11710
3656,06K,ec,06K_ec_22,12025329,12025402,12025329,73
3657,06K,ec,06K_ec_23,12656279,12664639,12664639,8360
3658,06K,ec,06K_ec_24,16663402,16665341,16663448,1939
3659,06K,ec,06K_ec_25,16667413,16669201,16667835,1788
3660,06K,ec,06K_ec_26,16679823,16679929,16679823,106
3661,06K,ec,06K_ec_27,16682871,16682880,16682871,9
3662,06K,ec,06K_ec_28,17544651,17545333,17544651,682
3663,06K,ec,06K_ec_29,17545824,17548124,17547083,2300
3664,06K,ec,06K_ec_30,17549732,17549968,17549968,236
3665,06K,ec,06K_ec_31,17666569,17673208,17667303,6639
3666,06K,ec,06K_ec_32,25747848,25759951,25748614,12103
3667,06K,ec,06K_ec_33,25762414,25767361,25767361,4947
3668,06K,ec,06K_ec_34,25864939,25865869,25864939,930
3669,06K,ec,06K_ec_35,25867586,25868984,25868853,1398
3670,06K,ec,06K_ec_36,34211584,34213496,34212137,1912
3671,06K,ec,06K_ec_37,36445446,36446338,36445446,892
3672,06K,ec,06K_ec_38,36742164,36742343,36742164,179
3673,06K,ec,06K_ec_39,36914257,36916308,36914999,2051
3674,06K,ec,06K_ec_40,37840200,37841024,37840200,824
3675,06K,ec,06K_ec_41,39669612,39670093,39670093,481
3676,06K,ec,06K_ec_42,40248956,40248958,40248956,2
3677,06K,ec,06K_ec_43,41215936,41216357,41216357,421
3678,06K,ec,06K_ec_44,43633006,43633269,43633269,263
3679,06K,ec,06K_ec_45,44419053,44422260,44419053,3207
3680,06K,ec,06K_ec_46,45896064,45899179,45897196,3115
3681,06K,ec,06K_ec_47,46526854,46529843,46528501,2989
3682,06N,ec,06N_ec_1,1410366,1410977,1410977,611
3683,06N,ec,06N_ec_2,6830827,6831016,6830827,189
3684,06N,ec,06N_ec_3,6945753,6945842,6945753,89
3685,06N,ec,06N_ec_4,8075546,8076525,8076525,979
3686,06N,ec,06N_ec_5,8077416,8077866,8077866,450
3687,06N,ec,06N_ec_6,8081199,8081788,8081199,589
3688,06N,ec,06N_ec_7,8082862,8083280,8082862,418
3689,06N,ec,06N_ec_8,19482702,19482815,19482815,113
3690,06N,ec,06N_ec_9,19767262,19767294,19767262,32
3691,06N,ec,06N_ec_10,20268113,20269061,20268860,948
3692,06N,ec,06N_ec_11,20270317,20271009,20271009,692
3693,06N,ec,06N_ec_12,20319726,20320070,20320070,344
3694,06N,ec,06N_ec_13,20372579,20372845,20372845,266
3695,06N,ec,06N_ec_14,20376793,20377095,20377095,302
3696,06N,ec,06N_ec_15,20377599,20377829,20377806,230
3697,06N,ec,06N_ec_16,20378370,20378414,20378370,44
3698,06N,ec,06N_ec_17,20379184,20381067,20381067,1883
3699,06N,ec,06N_ec_18,20381938,20382532,20382532,594
3700,06N,ec,06N_ec_19,20411054,20411874,20411321,820
3701,06N,ec,06N_ec_20,27046805,27048762,27048633,1957
3702,06N,ec,06N_ec_21,27049918,27052429,27049918,2511
3703,06N,ec,06N_ec_22,27081355,27085209,27083306,3854
3704,06N,ec,06N_ec_23,27089951,27091516,27091516,1565
3705,06N,ec,06N_ec_24,27999265,27999652,27999652,387
3706,06N,ec,06N_ec_25,28659402,28660588,28659402,1186
3707,06N,ec,06N_ec_26,28663589,28664776,28664776,1187
3708,06N,ec,06N_ec_27,28666726,28667010,28666726,284
3709,06N,ec,06N_ec_28,28668613,28668913,28668613,300
3710,06N,ec,06N_ec_29,28675340,28675387,28675387,47
3711,06N,ec,06N_ec_30,28706240,28706428,28706240,188
3712,06N,ec,06N_ec_31,30775760,30776156,30775760,396
3713,06N,ec,06N_ec_32,31995681,31997922,31997922,2241
3714,06N,ec,06N_ec_33,32188126,32188785,32188126,659
3715,06N,ec,06N_ec_34,40842762,40842808,40842808,46
3716,06N,ec,06N_ec_35,40996615,41000529,40998824,3914
3717,06N,ec,06N_ec_36,45593241,45603158,45593241,9917
3718,06N,ec,06N_ec_37,48820301,48826981,48826981,6680
3719,07K,ec,07K_ec_1,1925406,1925418,1925406,12
3720,07K,ec,07K_ec_2,1950095,1956717,1953281,6622
3721,07K,ec,07K_ec_3,1958466,1970856,1960151,12390
3722,07K,ec,07K_ec_4,5563656,5567493,5563739,3837
3723,07K,ec,07K_ec_5,5585043,5586955,5585268,1912
3724,07K,ec,07K_ec_6,5588894,5589192,5589192,298
3725,07K,ec,07K_ec_7,5618427,5621686,5621686,3259
3726,07K,ec,07K_ec_8,5635379,5637801,5636602,2422
3727,07K,ec,07K_ec_9,5639044,5643973,5640783,4929
3728,07K,ec,07K_ec_10,5645775,5646384,5645955,609
3729,07K,ec,07K_ec_11,5660790,5661211,5661211,421
3730,07K,ec,07K_ec_12,5736032,5736189,5736032,157
3731,07K,ec,07K_ec_13,5747412,5747466,5747412,54
3732,07K,ec,07K_ec_14,5759419,5779259,5759419,19840
3733,07K,ec,07K_ec_15,5783239,5786843,5786013,3604
3734,07K,ec,07K_ec_16,5796823,5802911,5800365,6088
3735,07K,ec,07K_ec_17,5803990,5804031,5803990,41
3736,07K,ec,07K_ec_18,5826250,5837706,5836028,11456
3737,07K,ec,07K_ec_19,5838453,5840775,5839563,2322
3738,07K,ec,07K_ec_20,5842483,5842950,5842950,467
3739,07K,ec,07K_ec_21,5845739,5851795,5849274,6056
3740,07K,ec,07K_ec_22,5882370,5882581,5882370,211
3741,07K,ec,07K_ec_23,5913963,5914049,5914049,86
3742,07K,ec,07K_ec_24,6152235,6152376,6152235,141
3743,07K,ec,07K_ec_25,14106632,14107777,14107777,1145
3744,07K,ec,07K_ec_26,20045258,20045471,20045463,213
3745,07K,ec,07K_ec_27,23313035,23313185,23313185,150
3746,07K,ec,07K_ec_28,31550989,31551472,31551472,483
3747,07K,ec,07K_ec_29,34832498,34833882,34833488,1384
3748,07K,ec,07K_ec_30,36072935,36073873,36073873,938
3749,07K,ec,07K_ec_31,41032911,41033093,41032911,182
3750,07K,ec,07K_ec_32,42354995,42355013,42354995,18
3751,07K,ec,07K_ec_33,44906425,44906592,44906592,167
3752,07K,ec,07K_ec_34,47435547,47435587,47435587,40
3753,07K,ec,07K_ec_35,49000351,49000998,49000998,647
3754,07K,ec,07K_ec_36,50218892,50218893,50218892,1
3755,07K,ec,07K_ec_37,50239040,50239075,50239075,35
3756,07K,ec,07K_ec_38,50242805,50242819,50242805,14
3757,07K,ec,07K_ec_39,50352471,50352478,50352478,7
3758,07K,ec,07K_ec_40,50816725,50817396,50817396,671
3759,07N,ec,07N_ec_1,119478,119479,119479,1
3760,07N,ec,07N_ec_2,1861255,1861381,1861255,126
3761,07N,ec,07N_ec_3,2100810,2102268,2100810,1458
3762,07N,ec,07N_ec_4,2455937,2456045,2455937,108
3763,07N,ec,07N_ec_5,6007923,6013443,6013443,5520
3764,07N,ec,07N_ec_6,6481274,6481295,6481274,21
3765,07N,ec,07N_ec_7,15190418,15190924,15190924,506
3766,07N,ec,07N_ec_8,18401139,18401337,18401337,198
3767,07N,ec,07N_ec_9,31818119,31818170,31818119,51
3768,07N,ec,07N_ec_10,39637832,39640823,39640021,2991
3769,07N,ec,07N_ec_11,40133955,40135450,40133955,1495
3770,07N,ec,07N_ec_12,40209640,40209720,40209640,80
3771,07N,ec,07N_ec_13,41026405,41027058,41026919,653
3772,07N,ec,07N_ec_14,41040745,41040870,41040745,125
3773,07N,ec,07N_ec_15,43058489,43060000,43058489,1511
3774,07N,ec,07N_ec_16,44244561,44244580,44244561,19
3775,07N,ec,07N_ec_17,44480479,44480921,44480921,442
3776,07N,ec,07N_ec_18,45322472,45326753,45322472,4281
3777,07N,ec,07N_ec_19,48856073,48856623,48856623,550
3778,07N,ec,07N_ec_20,48862032,48862630,48862630,598
3779,07N,ec,07N_ec_21,48953779,48957556,48955859,3777
3780,08K,ec,08K_ec_1,2406571,2407662,2407636,1091
3781,08K,ec,08K_ec_2,3827477,3827520,3827477,43
3782,08K,ec,08K_ec_3,8212661,8212791,8212791,130
3783,08K,ec,08K_ec_4,9887623,9887673,9887666,50
3784,08K,ec,08K_ec_5,12610070,12621932,12620803,11862
3785,08K,ec,08K_ec_6,12626153,12626804,12626163,651
3786,08K,ec,08K_ec_7,12640422,12640877,12640478,455
3787,08K,ec,08K_ec_8,25435275,25439001,25437126,3726
3788,08K,ec,08K_ec_9,25440058,25441498,25441498,1440
3789,08K,ec,08K_ec_10,25448213,25451720,25451166,3507
3790,08K,ec,08K_ec_11,25452691,25462944,25461866,10253
3791,08K,ec,08K_ec_12,25478807,25479453,25478807,646
3792,08K,ec,08K_ec_13,25507764,25511002,25509391,3238
3793,08K,ec,08K_ec_14,28390318,28390474,28390318,156
3794,08K,ec,08K_ec_15,32892284,32892554,32892284,270
3795,08K,ec,08K_ec_16,44529834,44530105,44530105,271
3796,08K,ec,08K_ec_17,48552055,48552539,48552539,484
3797,08N,ec,08N_ec_1,1664210,1667364,1664562,3154
3798,08N,ec,08N_ec_2,1670849,1671848,1671015,999
3799,08N,ec,08N_ec_3,3166758,3166823,3166758,65
3800,08N,ec,08N_ec_4,5590654,5590768,5590768,114
3801,08N,ec,08N_ec_5,9954530,9954634,9954530,104
3802,08N,ec,08N_ec_6,9956966,9957277,9956966,311
3803,08N,ec,08N_ec_7,22626009,22626477,22626476,468
3804,08N,ec,08N_ec_8,22962489,22964586,22963820,2097
3805,08N,ec,08N_ec_9,22976627,22976854,22976627,227
3806,08N,ec,08N_ec_10,22979067,22979159,22979067,92
3807,08N,ec,08N_ec_11,22981224,22981311,22981311,87
3808,08N,ec,08N_ec_12,23184184,23184217,23184217,33
3809,08N,ec,08N_ec_13,23231038,23231107,23231038,69
3810,08N,ec,08N_ec_14,23232503,23232862,23232862,359
3811,08N,ec,08N_ec_15,23363396,23363836,23363836,440
3812,08N,ec,08N_ec_16,23390629,23391179,23390717,550
3813,08N,ec,08N_ec_17,24096655,24097065,24096730,410
3814,08N,ec,08N_ec_18,24099074,24099622,24099622,548
3815,08N,ec,08N_ec_19,24283127,24283693,24283693,566
3816,08N,ec,08N_ec_20,24284602,24285332,24284651,730
3817,08N,ec,08N_ec_21,24306389,24306968,24306601,579
3818,08N,ec,08N_ec_22,24358492,24358831,24358492,339
3819,08N,ec,08N_ec_23,24361870,24362276,24362276,406
3820,08N,ec,08N_ec_24,24369448,24373387,24369448,3939
3821,08N,ec,08N_ec_25,24375558,24383053,24383053,7495
3822,08N,ec,08N_ec_26,24385235,24385602,24385602,367
3823,08N,ec,08N_ec_27,24393190,24393441,24393441,251
3824,08N,ec,08N_ec_28,24399085,24400243,24399106,1158
3825,08N,ec,08N_ec_29,24404502,24405417,24404691,915
